  1.0000000e+000  1.5000000e+001  3.0000000e+001
  2.0000000e+000 -5.0000000e+000  3.0000000e+001
  3.0000000e+000 -5.0000000e+000  0.0000000e+000
  4.0000000e+000 -2.5000000e+001  0.0000000e+000
  5.0000000e+000 -2.6913418e+001 -9.6193981e+000
  6.0000000e+000 -2.8535534e+001 -8.5355339e+000
  7.0000000e+000 -2.9619398e+001 -6.9134173e+000
  8.0000000e+000 -3.0000000e+001 -5.0000000e+000
  9.0000000e+000 -2.9619398e+001 -3.0865829e+000
  1.0000000e+001 -2.8535534e+001 -1.4644661e+000
  1.1000000e+001 -2.6913418e+001 -3.8060233e-001
  1.2000000e+001 -2.5000000e+001 -1.0000000e+001
  1.3000000e+001  5.0000000e+000 -1.0000000e+001
  1.4000000e+001  5.0000000e+000  2.0000000e+001
  1.5000000e+001  1.3000000e+001  3.0000000e+001
  1.6000000e+001  1.1000000e+001  3.0000000e+001
  1.7000000e+001  9.0000000e+000  3.0000000e+001
  1.8000000e+001  7.0000000e+000  3.0000000e+001
  1.9000000e+001  5.0000000e+000  3.0000000e+001
  2.0000000e+001  3.0000000e+000  3.0000000e+001
  2.1000000e+001  1.0000000e+000  3.0000000e+001
  2.2000000e+001 -1.0000000e+000  3.0000000e+001
  2.3000000e+001 -3.0000000e+000  3.0000000e+001
  2.4000000e+001 -5.0000000e+000  2.8000000e+001
  2.5000000e+001 -5.0000000e+000  2.6000000e+001
  2.6000000e+001 -5.0000000e+000  2.4000000e+001
  2.7000000e+001 -5.0000000e+000  2.2000000e+001
  2.8000000e+001 -5.0000000e+000  2.0000000e+001
  2.9000000e+001 -5.0000000e+000  1.8000000e+001
  3.0000000e+001 -5.0000000e+000  1.6000000e+001
  3.1000000e+001 -5.0000000e+000  1.4000000e+001
  3.2000000e+001 -5.0000000e+000  1.2000000e+001
  3.3000000e+001 -5.0000000e+000  1.0000000e+001
  3.4000000e+001 -5.0000000e+000  8.0000000e+000
  3.5000000e+001 -5.0000000e+000  6.0000000e+000
  3.6000000e+001 -5.0000000e+000  4.0000000e+000
  3.7000000e+001 -5.0000000e+000  2.0000000e+000
  3.8000000e+001 -7.0000000e+000  0.0000000e+000
  3.9000000e+001 -9.0000000e+000  0.0000000e+000
  4.0000000e+001 -1.1000000e+001  0.0000000e+000
  4.1000000e+001 -1.3000000e+001  0.0000000e+000
  4.2000000e+001 -1.5000000e+001  0.0000000e+000
  4.3000000e+001 -1.7000000e+001  0.0000000e+000
  4.4000000e+001 -1.9000000e+001  0.0000000e+000
  4.5000000e+001 -2.1000000e+001  0.0000000e+000
  4.6000000e+001 -2.3000000e+001  0.0000000e+000
  4.7000000e+001  3.0000000e+000 -1.0000000e+001
  4.8000000e+001  1.0000000e+000 -1.0000000e+001
  4.9000000e+001 -1.0000000e+000 -1.0000000e+001
  5.0000000e+001 -3.0000000e+000 -1.0000000e+001
  5.1000000e+001 -5.0000000e+000 -1.0000000e+001
  5.2000000e+001 -7.0000000e+000 -1.0000000e+001
  5.3000000e+001 -9.0000000e+000 -1.0000000e+001
  5.4000000e+001 -1.1000000e+001 -1.0000000e+001
  5.5000000e+001 -1.3000000e+001 -1.0000000e+001
  5.6000000e+001 -1.5000000e+001 -1.0000000e+001
  5.7000000e+001 -1.7000000e+001 -1.0000000e+001
  5.8000000e+001 -1.9000000e+001 -1.0000000e+001
  5.9000000e+001 -2.1000000e+001 -1.0000000e+001
  6.0000000e+001 -2.3000000e+001 -1.0000000e+001
  6.1000000e+001  5.0000000e+000  1.8000000e+001
  6.2000000e+001  5.0000000e+000  1.6000000e+001
  6.3000000e+001  5.0000000e+000  1.4000000e+001
  6.4000000e+001  5.0000000e+000  1.2000000e+001
  6.5000000e+001  5.0000000e+000  1.0000000e+001
  6.6000000e+001  5.0000000e+000  8.0000000e+000
  6.7000000e+001  5.0000000e+000  6.0000000e+000
  6.8000000e+001  5.0000000e+000  4.0000000e+000
  6.9000000e+001  5.0000000e+000  2.0000000e+000
  7.0000000e+001  5.0000000e+000  0.0000000e+000
  7.1000000e+001  5.0000000e+000 -2.0000000e+000
  7.2000000e+001  5.0000000e+000 -4.0000000e+000
  7.3000000e+001  5.0000000e+000 -6.0000000e+000
  7.4000000e+001  5.0000000e+000 -8.0000000e+000
  7.5000000e+001  6.4285712e+000  2.1428572e+001
  7.6000000e+001  7.8571429e+000  2.2857143e+001
  7.7000000e+001  9.2857142e+000  2.4285715e+001
  7.8000000e+001  1.0714286e+001  2.5714285e+001
  7.9000000e+001  1.2142858e+001  2.7142857e+001
  8.0000000e+001  1.3571428e+001  2.8571428e+001
  8.1000000e+001 -2.5569216e+001 -7.4799495e+000
  8.2000000e+001 -2.6812399e+001 -6.6581235e+000
  8.3000000e+001 -2.7837007e+001 -5.6507854e+000
  8.4000000e+001 -2.4993168e+001 -2.9997506e+000
  8.5000000e+001 -6.0740232e+000 -2.5179989e+000
  8.6000000e+001 -3.4120538e+000  6.0653629e+000
  8.7000000e+001 -7.9060102e+000 -2.1646850e+000
  8.8000000e+001  6.9336062e+000  2.8568323e+001
  8.9000000e+001  5.0312228e+000  2.8598368e+001
  9.0000000e+001  3.0751996e+000  2.8357922e+001
  9.1000000e+001  1.0200783e+000  2.8270435e+001
  9.2000000e+001 -1.0074793e+000  2.8154011e+001
  9.3000000e+001 -2.9825332e+000  2.2053007e+001
  9.4000000e+001 -3.1453507e+000  1.9996441e+001
  9.5000000e+001 -3.3800740e+000  1.8021389e+001
  9.6000000e+001 -3.2473075e+000  1.6081007e+001
  9.7000000e+001 -3.2206101e+000  1.4009093e+001
  9.8000000e+001 -3.2703772e+000  1.1955734e+001
  9.9000000e+001 -3.3251550e+000  9.9560938e+000
  1.0000000e+002 -3.3758354e+000  7.9950137e+000
  1.0100000e+002 -3.3890622e+000  4.2070727e+000
  1.0200000e+002 -3.2124169e+000  2.4552603e+000
  1.0300000e+002 -2.8130145e+000  1.0045226e+000
  1.0400000e+002 -9.8590670e+000 -1.9435076e+000
  1.0500000e+002 -1.1825352e+001 -1.8118960e+000
  1.0600000e+002 -1.3773704e+001 -1.7204515e+000
  1.0700000e+002 -1.5699491e+001 -1.6489378e+000
  1.0800000e+002 -1.7612629e+001 -1.5955154e+000
  1.0900000e+002 -1.9525295e+001 -1.5675751e+000
  1.1000000e+002 -2.1442820e+001 -1.5793725e+000
  1.1100000e+002 -2.4046541e+001 -7.9848700e+000
  1.1200000e+002 -2.3297566e+001 -1.6052828e+000
  1.1300000e+002 -8.5830533e-001 -8.2150927e+000
  1.1400000e+002 -2.8521984e+000 -8.2464933e+000
  1.1500000e+002 -4.8623447e+000 -8.2804003e+000
  1.1600000e+002 -6.8227549e+000 -8.3585863e+000
  1.1700000e+002 -8.7255392e+000 -8.4627276e+000
  1.1800000e+002 -1.0666894e+001 -8.4934025e+000
  1.1900000e+002 -1.2608523e+001 -8.4725046e+000
  1.2000000e+002 -1.4557199e+001 -8.4393282e+000
  1.2100000e+002 -1.6514713e+001 -8.4132986e+000
  1.2200000e+002 -1.8462202e+001 -8.3881550e+000
  1.2300000e+002 -2.0390463e+001 -8.3401136e+000
  1.2400000e+002 -2.2275770e+001 -8.2286463e+000
  1.2500000e+002  3.3234184e+000  1.7921450e+001
  1.2600000e+002  3.4927499e+000  1.5811863e+001
  1.2700000e+002  3.4503629e+000  1.3869748e+001
  1.2800000e+002  3.4031029e+000  1.1904144e+001
  1.2900000e+002  3.3684096e+000  9.9275246e+000
  1.3000000e+002  3.3339868e+000  7.9491782e+000
  1.3100000e+002  3.2731962e+000  5.9815102e+000
  1.3200000e+002  3.1435709e+000  4.0026522e+000
  1.3300000e+002  2.9319525e+000  2.0033667e+000
  1.3400000e+002  2.8571820e+000 -7.7948652e-002
  1.3500000e+002  2.9648633e+000 -2.1654053e+000
  1.3600000e+002  3.0493195e+000 -4.1899090e+000
  1.3700000e+002  3.0786951e+000 -6.1494260e+000
  1.3800000e+002  3.0612783e+000 -8.0862122e+000
  1.3900000e+002  8.8747854e+000  2.8795610e+001
  1.4000000e+002  1.0650064e+001  2.9001972e+001
  1.4100000e+002  9.7311754e+000  2.6518246e+001
  1.4200000e+002  4.6443138e+000  2.2334087e+001
  1.4300000e+002  8.0242767e+000  2.5378569e+001
  1.4400000e+002  6.4042411e+000  2.3980860e+001
  1.4500000e+002 -2.3079372e+001 -6.2816620e+000
  1.4600000e+002 -2.6514895e+001 -3.9036441e+000
  1.4700000e+002 -3.4342222e+000 -1.2714648e+000
  1.4800000e+002  1.0406784e+000  2.6647581e+001
  1.4900000e+002  1.1076157e+000 -8.1618109e+000
  1.5000000e+002 -7.3609203e-001 -6.4306393e+000
  1.5100000e+002 -4.7587571e+000 -6.5317526e+000
  1.5200000e+002 -6.7267609e+000 -6.6501188e+000
  1.5300000e+002 -8.5062694e+000 -6.9691801e+000
  1.5400000e+002 -1.0305627e+001 -7.0003581e+000
  1.5500000e+002 -1.2133800e+001 -6.9155250e+000
  1.5600000e+002 -1.4019887e+001 -6.8370853e+000
  1.5700000e+002 -1.5933312e+001 -6.7775931e+000
  1.5800000e+002 -1.2078513e+000  1.9724096e+001
  1.5900000e+002 -1.3247848e+000  1.6423235e+001
  1.6000000e+002  1.9666181e+000  1.5601353e+001
  1.6100000e+002  1.8373734e+000  1.3803975e+001
  1.6200000e+002  1.6668023e+000  7.9507823e+000
  1.6300000e+002  1.5893070e+000  6.0557828e+000
  1.6400000e+002  1.4136844e+000  4.1897221e+000
  1.6500000e+002 -2.8811650e+000  2.4118942e+001
  1.6600000e+002 -1.0574306e+000  2.2018240e+001
  1.6700000e+002 -2.0645926e+000  1.8028782e+001
  1.6800000e+002  1.7620958e+000  1.1862157e+001
  1.6900000e+002  1.7138355e+000  9.9042864e+000
  1.7000000e+002 -1.9696138e+001 -6.6557445e+000
  1.7100000e+002  1.1038227e+000 -2.4485660e+000
  1.7200000e+002 -2.7172868e+000 -6.5022988e+000
  1.7300000e+002 -6.9496646e+000 -4.6807423e+000
  1.7400000e+002 -8.8777466e+000 -3.9448104e+000
  1.7500000e+002 -1.0745833e+001 -3.6789837e+000
  1.7600000e+002 -1.2649561e+001 -3.5303130e+000
  1.7700000e+002 -1.4555506e+001 -3.4259899e+000
  1.7800000e+002 -1.6435133e+001 -3.3398476e+000
  1.7900000e+002 -1.8278910e+001 -3.2637591e+000
  1.8000000e+002 -1.7827337e+001 -6.7247186e+000
  1.8100000e+002 -2.0078579e+001 -3.1997104e+000
  1.8200000e+002 -1.4968184e+000  1.4020660e+001
